contestId,index,name,type,rating,tags
2171,C1,Renako Amaori and XOR Game (easy version),PROGRAMMING,1100,"bitmasks,games,greedy"
2171,B,Yuu Koito and Minimum Absolute Sum,PROGRAMMING,900,math
2171,A,Shizuku Hoshikawa and Farm Legs,PROGRAMMING,800,"brute force,math"
2170,F,Build XOR on a Segment,PROGRAMMING,2600,"bitmasks,dp"
2170,E,Binary Strings and Blocks,PROGRAMMING,2100,"combinatorics,data structures,dp"
2170,D,Almost Roman,PROGRAMMING,2200,"constructive algorithms,greedy,implementation"
2170,C,Quotient and Remainder,PROGRAMMING,1300,"binary search,greedy,two pointers"
2170,B,Addition on a Segment,PROGRAMMING,1200,"greedy,math"
2170,A,Maximum Neighborhood,PROGRAMMING,800,"bitmasks,brute force,greedy,implementation,math"
2169,F,Subsequence Problem,PROGRAMMING,2700,"combinatorics,dp,fft,math"
2169,E,Points Selection,PROGRAMMING,2400,"dp,greedy"
2169,D2,Removal of a Sequence (Hard Version),PROGRAMMING,2100,"binary search,divide and conquer,greedy,implementation,math,number theory"
2169,D1,Removal of a Sequence (Easy Version),PROGRAMMING,1500,"binary search,implementation,math,number theory"
2169,C,Range Operation,PROGRAMMING,1300,"dp,greedy,math,two pointers"
2169,B,Drifting Away,PROGRAMMING,1100,"greedy,implementation"
2169,A,Alice and Bob,PROGRAMMING,900,"greedy,implementation"
2168,C,Intercepting Butterflies,PROGRAMMING,,"bitmasks,communication,constructive algorithms,graphs,interactive"
2168,B,Locate,PROGRAMMING,,"binary search,combinatorics,communication,constructive algorithms,greedy,interactive"
2168,A2,Encode and Decode (Hard Version),PROGRAMMING,,"bitmasks,communication,interactive,math"
2168,A1,Encode and Decode (Easy Version),PROGRAMMING,,"communication,constructive algorithms,interactive"
2167,G,Mukhammadali and the Smooth Array,PROGRAMMING,1600,"data structures,dp"
2167,F,"Tree, TREE!!!",PROGRAMMING,1600,"dfs and similar,dp,math,trees"
2167,E,khba Loves to Sleep!,PROGRAMMING,1600,"binary search,data structures,geometry,greedy,implementation"
2167,D,Yet Another Array Problem,PROGRAMMING,1000,"brute force,implementation,math,number theory"
2167,C,Isamatdin and His Magic Wand!,PROGRAMMING,800,"constructive algorithms,greedy,implementation,sortings"
2167,B,Your Name,PROGRAMMING,800,"sortings,strings"
2167,A,Square?,PROGRAMMING,800,"math,sortings"
2166,B,Tab Closing,PROGRAMMING,900,math
2166,A,Same Difference,PROGRAMMING,800,"brute force,greedy,strings"
2165,F,Arctic Acquisition,PROGRAMMING,3500,"data structures,greedy"
2165,E,Rainbow Branch,PROGRAMMING,3200,"constructive algorithms,dp,greedy,trees"
2165,D,Path Split,PROGRAMMING,2500,"graph matchings,greedy"
2165,C,Binary Wine,PROGRAMMING,2000,"bitmasks,greedy,math"
2165,B,Marble Council,PROGRAMMING,1900,"dp,math,sortings"
2165,A,Cyclic Merging,PROGRAMMING,1300,"constructive algorithms,greedy"
2164,H,PalindromePalindrome,PROGRAMMING,3400,"data structures,strings"
2164,G,Pointless Machine,PROGRAMMING,3300,"constructive algorithms,graphs,interactive,trees"
2164,F2,Chain Prefix Rank (Hard Version),PROGRAMMING,2900,"binary search,combinatorics,data structures,dfs and similar,dp,graphs,math,trees"
2164,F1,Chain Prefix Rank (Easy Version),PROGRAMMING,2600,"combinatorics,dfs and similar,dp,math,trees"
2164,E,Journey,PROGRAMMING,2300,"data structures,dfs and similar,dsu,graphs,greedy"
2164,D,Copy String,PROGRAMMING,1800,"greedy,implementation,strings,two pointers"
2164,C,Dungeon,PROGRAMMING,1400,"binary search,brute force,data structures,greedy,sortings"
2164,B,Even Modulo Pair,PROGRAMMING,1000,"brute force,math,number theory"
2164,A,Sequence Game,PROGRAMMING,800,"brute force,sortings"
2163,E,Plegma,PROGRAMMING,2700,"bitmasks,combinatorics,communication,interactive"
2163,D2,Diadrash (Hard Version),PROGRAMMING,2500,"binary search,interactive,math,sortings"
2163,D1,Diadrash (Easy Version),PROGRAMMING,2100,"binary search,brute force,divide and conquer,implementation,interactive"
2163,C,Monopati,PROGRAMMING,1500,"brute force,combinatorics,dp,math,two pointers"
2163,B,Siga ta Kymata,PROGRAMMING,1700,"constructive algorithms,greedy,implementation,math"
2163,A,Souvlaki VS. Kalamaki,PROGRAMMING,800,"brute force,greedy,math,sortings"
2162,H,Beautiful Problem,PROGRAMMING,2900,dp
2162,G,Beautiful Tree,PROGRAMMING,2200,"constructive algorithms,math,probabilities,trees"
2162,F,Beautiful Intervals,PROGRAMMING,2100,"constructive algorithms,greedy"
2162,E,Beautiful Palindromes,PROGRAMMING,1600,"constructive algorithms,greedy,schedules"
2162,D,Beautiful Permutation,PROGRAMMING,1400,"binary search,interactive"
2162,C,Beautiful XOR,PROGRAMMING,1100,"bitmasks,constructive algorithms,greedy"
2162,B,Beautiful String,PROGRAMMING,1000,"brute force,constructive algorithms"
2162,A,Beautiful Average,PROGRAMMING,800,"brute force,greedy"
2161,H,Cycle Sort,PROGRAMMING,3500,data structures
2161,G,Bitwise And Equals,PROGRAMMING,3500,"bitmasks,greedy"
2161,F,SubMST,PROGRAMMING,3000,"combinatorics,graphs,trees"
2161,E,Left is Always Right,PROGRAMMING,2400,"combinatorics,implementation,math"
2161,D,Locked Out,PROGRAMMING,2100,"binary search,data structures,dp,greedy"
2161,C,Loyalty,PROGRAMMING,1200,"constructive algorithms,greedy,sortings,two pointers"
2161,B,Make Connected,PROGRAMMING,1700,"brute force,implementation"
2161,A,Round Trip,PROGRAMMING,800,"games,greedy,implementation,math"
2160,C,Reverse XOR,PROGRAMMING,1300,bitmasks
2160,B,Distinct Elements,PROGRAMMING,1100,"greedy,math"
2160,A,MEX Partition,PROGRAMMING,800,math
2159,F,Grand Finale: Snakes,PROGRAMMING,3500,"binary search,interactive,ternary search"
2159,E,Super-Short-Polynomial-San,PROGRAMMING,3500,"math,meet-in-the-middle"
2159,D2,Inverse Minimum Partition (Hard Version),PROGRAMMING,3200,"dp,greedy,math"
2159,D1,Inverse Minimum Partition (Easy Version),PROGRAMMING,2500,"binary search,brute force,dp,geometry,greedy,math,two pointers"
2159,C,Twin Polynomials,PROGRAMMING,2300,"combinatorics,graph matchings,math"
2159,B,Rectangles,PROGRAMMING,2100,"brute force,data structures,dp,dsu,greedy,implementation,two pointers"
2159,A,MAD Interactive Problem,PROGRAMMING,1700,"constructive algorithms,implementation,interactive"
2158,F2,Distinct GCDs (Hard Version),PROGRAMMING,3000,"combinatorics,constructive algorithms,graphs,math,number theory"
2158,F1,Distinct GCDs (Easy Version),PROGRAMMING,2600,"constructive algorithms,graphs,math,number theory"
2158,E,Sink,PROGRAMMING,2600,"data structures,divide and conquer,dsu,graphs,implementation"
2158,D,Palindrome Flipping,PROGRAMMING,2000,"brute force,constructive algorithms,graphs,implementation,shortest paths,strings"
2158,C,Annoying Game,PROGRAMMING,1400,"dp,games,greedy"
2158,B,Split,PROGRAMMING,1200,"constructive algorithms,greedy,math"
2158,A,Suspension,PROGRAMMING,800,"constructive algorithms,greedy,math"
2157,I,Hyper Smawk Bros,PROGRAMMING,3500,"dp,games"
2157,H,Keygen 3,PROGRAMMING,3200,"brute force,combinatorics,constructive algorithms,dfs and similar,math"
2157,G,Isaac's Queries,PROGRAMMING,2800,"bitmasks,brute force,constructive algorithms,dfs and similar,divide and conquer,dp,greedy,interactive,math,probabilities"
2157,F,Git Gud,PROGRAMMING,2400,"brute force,constructive algorithms,divide and conquer,math,ternary search"
2157,E,Adjusting Drones,PROGRAMMING,1900,"binary search,brute force,data structures,dp,dsu,greedy,implementation,sortings"
2157,D,Billion Players Game,PROGRAMMING,1600,"binary search,greedy,math,sortings,ternary search,two pointers"
2157,C,Meximum Array 2,PROGRAMMING,1400,"constructive algorithms,greedy,implementation,math"
2157,B,Expansion Plan 2,PROGRAMMING,900,"implementation,math"
2157,A,Dungeon Equilibrium,PROGRAMMING,800,"greedy,implementation,sortings"
2156,F2,Strange Operation (Hard Version),PROGRAMMING,3000,"data structures,greedy,trees"
2156,F1,Strange Operation (Easy Version),PROGRAMMING,2200,"brute force,data structures,greedy,implementation,sortings"
2156,E,Best Time to Buy and Sell Stock,PROGRAMMING,2500,"binary search,brute force,data structures,dp,games,graphs,greedy"
2156,D,Find the Last Number,PROGRAMMING,1900,"binary search,bitmasks,constructive algorithms,interactive"
2156,C,Maximum GCD on Whiteboard,PROGRAMMING,1400,"greedy,math,number theory"
2156,B,Strange Machine,PROGRAMMING,1000,"binary search,brute force,greedy,implementation"
2156,A,Pizza Time,PROGRAMMING,800,"brute force,constructive algorithms,greedy"
2155,F,Juan's Colorful Tree,PROGRAMMING,2800,"data structures,dfs and similar,dsu,graphs,meet-in-the-middle,trees"
2155,E,Mimo & Yuyu,PROGRAMMING,2200,"games,greedy,math"
2155,D,Batteries,PROGRAMMING,1800,"brute force,constructive algorithms,graph matchings,graphs,interactive,math"
2155,C,The Ancient Wizards' Capes,PROGRAMMING,1500,"brute force,greedy,implementation"
2155,B,Abraham's Great Escape,PROGRAMMING,1100,"constructive algorithms,graphs"
2155,A,El fucho,PROGRAMMING,800,"implementation,math"
2154,F2,Bombing (Hard Version),PROGRAMMING,3300,"combinatorics,dp"
2154,F1,Bombing (Easy Version),PROGRAMMING,2700,"brute force,combinatorics,constructive algorithms,implementation,math"
2154,E,No Mind To Think,PROGRAMMING,2500,"binary search,divide and conquer,greedy,sortings,ternary search,two pointers"
2154,D,Catshock,PROGRAMMING,1900,"constructive algorithms,dfs and similar,graphs,trees,two pointers"
2154,C2,No Cost Too Great (Hard Version),PROGRAMMING,2000,"greedy,math,number theory"
2154,C1,No Cost Too Great (Easy Version),PROGRAMMING,1400,"greedy,implementation,math,number theory"
2154,B,Make it Zigzag,PROGRAMMING,1000,"constructive algorithms,greedy"
2154,A,Notelock,PROGRAMMING,800,"greedy,two pointers"
2153,F,Odd Queries on Odd Array,PROGRAMMING,2900,"bitmasks,brute force,data structures,implementation,trees"
2153,E,Zero Trailing Factorial,PROGRAMMING,2400,"brute force,math,number theory"
2153,D,Not Alone,PROGRAMMING,1800,"dp,greedy"
2153,C,Symmetrical Polygons,PROGRAMMING,1500,"constructive algorithms,geometry,greedy,implementation,sortings"
2153,B,Bitwise Reversion,PROGRAMMING,800,"bitmasks,greedy"
2153,A,Circle of Apple Trees,PROGRAMMING,800,"greedy,sortings"
2152,H2,Victorious Coloring (Hard Version),PROGRAMMING,3500,"data structures,greedy,schedules"
2152,H1,Victorious Coloring (Easy Version),PROGRAMMING,2900,"dfs and similar,dp,greedy"
2152,G,Query Jungle,PROGRAMMING,2900,"data structures,implementation,math,matrices,trees"
2152,F,Triple Attack,PROGRAMMING,2500,"data structures,greedy"
2152,E,Monotone Subsequence,PROGRAMMING,2100,"constructive algorithms,graphs,greedy,interactive,math"
2152,D,Division Versus Addition,PROGRAMMING,1700,"games,greedy,math"
2152,C,Triple Removal,PROGRAMMING,1400,"data structures,greedy,math"
2152,B,Catching the Krug,PROGRAMMING,1300,games
2152,A,Increase or Smash,PROGRAMMING,800,"greedy,implementation"
2151,C,Incremental Stay,PROGRAMMING,1400,"greedy,implementation,math"
2151,A,Incremental Subarray,PROGRAMMING,800,"math,strings"
2150,G,Counting Is Fun: The Finale,PROGRAMMING,3500,"combinatorics,implementation"
2150,F,Cycle Closing,PROGRAMMING,3000,"constructive algorithms,graphs,implementation,shortest paths,trees"
2150,E2,Hidden Single (Version 2),PROGRAMMING,2800,"binary search,divide and conquer,interactive,math,probabilities"
2150,E1,Hidden Single (Version 1),PROGRAMMING,2600,"divide and conquer,interactive,math,probabilities,sortings"
2150,D,Attraction Theory,PROGRAMMING,2700,"combinatorics,dp,math"
2150,C,Limited Edition Shop,PROGRAMMING,2100,"data structures,dp"
2150,B,Grid Counting,PROGRAMMING,1700,"combinatorics,implementation,math"
2150,A,Incremental Path,PROGRAMMING,1300,"data structures,hashing,implementation"
2149,G,Buratsuta 3,PROGRAMMING,2100,"binary search,brute force,data structures,divide and conquer,probabilities"
2149,F,Nezuko in the Clearing,PROGRAMMING,1900,"binary search,math,ternary search"
2149,E,Hidden Knowledge of the Ancients,PROGRAMMING,1500,"data structures,two pointers"
2149,D,A and B,PROGRAMMING,1200,strings
2149,C,MEX rose,PROGRAMMING,900,greedy
2149,B,Unconventional Pairs,PROGRAMMING,800,"greedy,sortings"
2149,A,Be Positive,PROGRAMMING,800,math
2148,G,Farmer John's Last Wish,PROGRAMMING,1900,"binary search,data structures,math,number theory"
2148,F,Gravity Falls,PROGRAMMING,1800,"greedy,implementation,sortings"
2148,E,Split,PROGRAMMING,1200,"binary search,data structures,two pointers"
2148,D,Destruction of the Dandelion Fields,PROGRAMMING,1000,"constructive algorithms,greedy,sortings"
2148,C,Pacer,PROGRAMMING,900,"greedy,math"
2148,B,Lasers,PROGRAMMING,800,geometry
2148,A,Sublime Sequence,PROGRAMMING,800,"brute force,hashing,math"
2147,I2,Longest Increasing Path (Hard Version),PROGRAMMING,3500,"constructive algorithms,math"
2147,I1,Longest Increasing Path (Easy Version),PROGRAMMING,3300,"constructive algorithms,math"
2147,H,Maxflow GCD Coloring,PROGRAMMING,3500,"constructive algorithms,flows,graphs"
2147,G,Modular Tetration,PROGRAMMING,3100,"combinatorics,math,number theory"
2147,F,Exchange Queries,PROGRAMMING,2800,"combinatorics,data structures,greedy"
2147,E,Maximum OR Popcount,PROGRAMMING,2300,"binary search,bitmasks,brute force,data structures,greedy"
2147,D,Game on Array,PROGRAMMING,1700,"games,greedy"
2147,C,Rabbits,PROGRAMMING,1500,"constructive algorithms,dp,greedy,implementation"
2147,B,Multiple Construction,PROGRAMMING,1000,constructive algorithms
2147,A,Shortest Increasing Path,PROGRAMMING,800,"constructive algorithms,greedy"
2146,F,Bubble Sort,PROGRAMMING,2900,"brute force,combinatorics,dp"
2146,E,Yet Another MEX Problem,PROGRAMMING,2300,"brute force,constructive algorithms,data structures,divide and conquer,greedy,hashing"
2146,D2,Max Sum OR (Hard Version),PROGRAMMING,2000,"bitmasks,constructive algorithms,divide and conquer,greedy"
2146,D1,Max Sum OR (Easy Version),PROGRAMMING,1500,"bitmasks,constructive algorithms,divide and conquer,greedy,trees"

